"Proposal #","full proposal title","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","Created Date.x","Total Sponsor Costs","Sponsor Deadline","academic affairs","activity type","History Action Day and Comment","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","Actual_Submission_Month_Year","College/Division","Actual_Submission_Quarter","Actual_Funding_Quarter","Sponsor_Type_Grouped","Sponsor_Category","Submission_Status","Submission_Count","Award_Count","Total_Submission_Count","Received_Total_Sponsor_Costs"
"24-1092-P0001","The JWST Whirlpool Galaxy Treasury","The JWST Whirlpool Galaxy Treasury","Daniel A Dale","Engineering & Physical Sciences Deans Office","Funded","Space Telescope Science Institute",,"Physics & Astronomy","5/1/2024","4/30/2027","New",,"24-1092",2024-06-19 14:41:24,161422,"1/27/2023 12:00:00 AM",,"Basic Research","7/10/2024 08:01:56 AM: After the fact submission >> 12/23/2024 11:28:30 AM: Funded. 7/2/2024",2024-07-10 08:01:56,,2024-12-23 11:28:30,,"FY2025",,"FY2025",,2024-06-19 14:41:24,"FY2024",21,166,,"July-2024","Engineering","Q1 FY2025","Q2 FY2025","Federal","Others","Funded",0,1,1,161422
"24-1093-P0002","Lifetime Learning in Golden Eagles","Master Research Collaboration Agreement | Teton Raptor Center","Ellen Overton Aikens","Haub School of Environment & Natural Resources,School of Computing","Funded","University of Wyoming",,"Haub School of Environment & Natural Resources","4/1/2024","12/31/2029","Other",,"24-1093",2024-12-04 13:12:36,0,"12/31/2024 12:00:00 AM",,"Applied Research","3/3/2025 08:06:55 AM: Updating form fields
 >> 4/1/2025 11:45:41 AM: Award shell set up >> 4/1/2025 11:45:51 AM: See award for status >> 5/5/2025 03:23:39 PM: Award is in review and negotiation so I am updating the proposal form to funded status.",2025-04-01 11:45:41,2025-04-01 11:45:51,2025-05-05 15:23:39,,"FY2025","FY2025","FY2025",,2024-12-04 13:12:36,"FY2025",118,34,,"April-2025","Haub School of Environment & Natural Resources","Q4 FY2025","Q4 FY2025","Others","Others","Funded",0,1,1,0
"24-1095-P0001","Economic Analysis of Wyoming's Creative Economy","Economic Analysis of Wyoming's Creative Economy","Morgan Holland","COB Centers for Excellence","Funded","ADD NEW",,"COB Centers for Excellence","7/1/2024","9/30/2024","New",,"24-1095",2024-06-21 11:11:12,20100,"7/1/2024 12:00:00 AM",,"Applied Research","6/27/2024 03:34:08 PM: Moving to development to update form fields >> 6/28/2024 02:36:11 PM: Submitted to sponsor >> 7/18/2024 02:51:52 PM: Funded.",2024-06-28 14:36:11,,2024-07-18 14:51:52,,"FY2024",,"FY2025",,2024-06-21 11:11:12,"FY2024",7,20,,"June-2024","Business","Q4 FY2024","Q1 FY2025","Non-profit","Others","Funded",0,1,1,20100
"24-1096-P0001","Economic Analysis of Wyoming's Film Economy","Economic Analysis of Wyoming's Film Economy","Morgan Holland","COB Centers for Excellence","Funded","ADD NEW",,"COB Centers for Excellence","7/1/2024","9/30/2024","New",,"24-1096",2024-06-21 11:20:54,1,"7/1/2024 12:00:00 AM",,"Applied Research","6/27/2024 03:21:44 PM: Moving to development to update form fields >> 6/28/2024 02:35:59 PM: Submitted to sponsor >> 7/18/2024 02:51:25 PM: Funded.",2024-06-28 14:35:59,,2024-07-18 14:51:25,,"FY2024",,"FY2025",,2024-06-21 11:20:54,"FY2024",7,20,,"June-2024","Business","Q4 FY2024","Q1 FY2025","Non-profit","Others","Funded",0,1,1,1
"24-1098-P0001","Project Based Learning College of Education/WDE","Project Based Learning","Jenna Min Shim","College of Education Deans Office","Funded","Wyoming Department of Education",,"College of Education Deans Office","7/1/2024","12/31/2024","New",,"24-1098",2024-06-21 15:20:12,175000,"6/7/2024 12:00:00 AM",,"Other Sponsored Activity","7/2/2024 04:20:10 PM: I approve. >> 7/8/2024 11:23:24 AM: Submitted to sponsor by PI in June 2024. >> 7/17/2024 09:52:11 AM: Agreement under review. >> 7/19/2024 11:56:00 AM: Agreement PE. Waiting for FE.",2024-07-08 11:23:24,2024-07-17 09:52:11,2024-07-19 11:56:00,,"FY2025","FY2025","FY2025",,2024-06-21 15:20:12,"FY2024",17,11,,"July-2024","Education","Q1 FY2025","Q1 FY2025","State","Others","Funded",0,1,1,175000
"24-1099-P0001","Designing an automated machine learning method for large  scale aerial pronghorn monitoring","Designing an automated machine learning method for large  scale aerial pronghorn monitoring","Benjamin Bryan Koger","School of Computing","Funded","ADD NEW",,"School of Computing","1/1/2025","12/31/2025","New",,"24-1099",2024-06-21 16:08:46,264344,"10/4/2024 12:00:00 AM",,"Basic Research","10/3/2024 09:35:28 AM: Changing key personnel
 >> 10/3/2024 01:04:45 PM: Adjusting IDC distributions between departments. >> 10/4/2024 11:13:36 AM: Submitted 10/4/2024 at 11:10am.  Grantsolutions tracking number FWS-WSFR2025023556 >> 12/18/2024 12:26:58 PM: Funded.",2024-10-04 11:13:36,,2024-12-18 12:26:58,,"FY2025",,"FY2025",,2024-06-21 16:08:46,"FY2024",105,75,,"October-2024","Engineering","Q2 FY2025","Q2 FY2025","Federal","Others","Funded",0,1,1,264344
"24-1100-P0001","B Cell Function & Protection to Brucellosis","B Cell Function & Protection to Brucellosis","David W Pascual","Veterinary Science","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",,"Veterinary Science","3/1/2025","2/28/2027","Resubmission",,"24-1100",2024-06-24 10:14:22,397375,"7/10/2024 12:00:00 AM",,"Basic Research","7/10/2024 09:53:56 AM: Submitted 07/10/2024 via ASSIST.",2024-07-10 09:53:56,,,,"FY2025",,,,2024-06-24 10:14:22,"FY2024",16,,,"July-2024","Agriculture","Q1 FY2025",,"Federal","NIH","Submitted",1,0,1,0
"24-1101-P0001","ECIDS Lead State Data Consultant","ECIDS Lead State Data Consultant","Laurel Allison Wimbish","Wyoming Survey & Analysis Center","Not Funded","ADD NEW",,"Wyoming Survey & Analysis Center","8/1/2024","12/31/2024","New",,"24-1101",2024-06-24 10:20:53,124236,"7/1/2024 12:00:00 AM",,"Other Sponsored Activity","7/1/2024 11:16:54 AM: Submitted to sponsor >> 7/18/2024 09:47:31 AM: Received email that proposal was not chosen for funding.",2024-07-01 11:16:54,,,2024-07-18 09:47:31,"FY2025",,,"FY2025",2024-06-24 10:20:53,"FY2024",7,,17,"July-2024","Research & Economic Development","Q1 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"24-1102-P0001","Containment and Control of Geologic Hydrogen with Synthetic Clay Suspensions","Containment and Control of Geologic Hydrogen with Synthetic Clay Suspensions","Saman Aryana","Chemical & Biomedical Engineering","Not Funded","U.S. Department of Energy",,"School of Energy Resources Directors Office","6/1/2025","5/31/2027","New",,"24-1102",2024-06-24 11:27:18,2251478,"10/28/2024 12:00:00 AM",,"Basic Research","10/28/2024 09:26:04 AM: Submitted on 10/28/2024 at 9:25AM Central >> 1/14/2025 10:51:23 AM: Sponsor did not select this proposal for award negotiations.",2024-10-28 09:26:04,,,2025-01-14 10:51:23,"FY2025",,,"FY2025",2024-06-24 11:27:18,"FY2024",126,,78,"October-2024","School of Energy Resources","Q2 FY2025",,"Federal","DOE","Submitted",1,0,1,0
"24-1103-P0001","Wyoming Tribal Engagement Strategy for Co-Stewardship of Forest Lands","National Forest Foundation Collaborative Capacity Program","Melanie Armstrong","Haub School of Environment & Natural Resources","Submitted to Sponsor","National Forest Foundation",,"Haub School of Environment & Natural Resources","9/15/2024","9/14/2026","New",,"24-1103",2024-06-24 12:02:42,150000,"7/12/2024 12:00:00 AM",,"Other Sponsored Activity","7/12/2024 01:04:18 PM: Updating form fields
 >> 7/22/2024 07:20:09 AM: Submitted on 07/12/2024",2024-07-22 07:20:09,,,,"FY2025",,,,2024-06-24 12:02:42,"FY2024",28,,,"July-2024","Haub School of Environment & Natural Resources","Q1 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"24-1104-P0001","IPA for the Office of Evaluation Sciences","IPA Office of Evaluation Sciences","Hilary Joy Flint","Haub School of Environment & Natural Resources","Funded","ADD NEW",,"Haub School of Environment & Natural Resources","9/1/2024","8/31/2025","Other",,"24-1104",2024-06-24 14:05:05,77773.48,"7/12/2024 12:00:00 AM",,"Applied Research","7/3/2024 08:02:03 AM: updating form fields and project documentation >> 7/11/2024 02:10:15 PM: 07/11/2024 Agreement provided in attachments.  Ready for agreement review. >> 9/6/2024 11:33:41 AM: Funded.",2024-07-11 14:10:15,,2024-09-06 11:33:41,,"FY2025",,"FY2025",,2024-06-24 14:05:05,"FY2024",17,57,,"July-2024","Haub School of Environment & Natural Resources","Q1 FY2025","Q1 FY2025","Federal","Others","Funded",0,1,1,77773.48
"24-1106-P0001","Codesign and Evaluation of Digital Mental Health Tools for Supporting Autistic Pregnancy Experiences","Codesign and Evaluation of Digital Mental Health Tools for Supporting Autistic Pregnancy Experiences","Christina G McDonnell","Psychology","Submitted to Sponsor","Organization for Autism Research",,"Psychology","1/1/2025","12/31/2026","New",,"24-1106",2024-06-25 13:55:13,49961.3,"7/12/2024 12:00:00 AM",,"Applied Research","7/23/2024 08:05:59 AM: Submitted 07/14/2024 by PI via sponsor portal",2024-07-23 08:05:59,,,,"FY2025",,,,2024-06-25 13:55:13,"FY2024",28,,,"July-2024","Arts & Sciences","Q1 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"24-1107-P0001","Keystone Habitat Elements as a Tool in the Conservation of Wildlife Biodiversity and Abundance","Keystone Habitat Elements - The WYldlife Fund","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Submitted to Sponsor","ADD NEW",,"Wyoming Coop Unit","8/1/2024","7/31/2025","New",,"24-1107",2024-06-25 14:37:50,2300,"7/15/2024 12:00:00 AM",,"Applied Research","7/23/2024 08:12:19 AM: Submitted by grad student via sponsor portal 07/15/2024",2024-07-23 08:12:19,,,,"FY2025",,,,2024-06-25 14:37:50,"FY2024",28,,,"July-2024","Agriculture","Q1 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"24-1108-P0001","Within-landscape prioritization of habitat for sagebrush-obligate songbirds to complement the Sagebrush Conservation Design","Sagebrush Biome","Anna Lisa D. Chalfoun","Wyoming Coop Unit","Not Funded","U.S. Fish & Wildlife Service/Department of the Interior",,"Wyoming Coop Unit","10/1/2024","5/15/2027","New",,"24-1108",2024-06-26 10:39:04,238237,"6/28/2024 12:00:00 AM",,"Applied Research","6/28/2024 04:24:24 PM: Submitted 06/28/2024 >> 8/21/2024 08:50:56 AM: See tasks",2024-06-28 16:24:24,,,2024-08-21 08:50:56,"FY2024",,,"FY2025",2024-06-26 10:39:04,"FY2024",2,,54,"June-2024","Agriculture","Q4 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-1110-P0001","Science and analytical support to USDA migratory big game pilot project: Phase 2","Science and analytical support to USDA migratory big game pilot project: Phase 2","Jerod Andrew Merkle","Zoology & Physiology","Funded","Pheasants Forever","Natural Resources Conservation Service/Department of Agriculture","Wyoming Coop Unit","6/1/2024","6/30/2025","New",,"24-1110",2024-06-26 15:16:41,300000,"7/10/2024 12:00:00 AM",,"Applied Research","7/11/2024 01:02:33 PM: submitted 07/11/2024 - unsolicited agreement, scope of work and budget provided to sponsor.  Decision related to funding is not on a specific timetable. >> 7/15/2024 03:20:11 PM: Agreement under review. >> 7/15/2024 04:27:43 PM: Funded.",2024-07-11 13:02:33,2024-07-15 15:20:11,2024-07-15 16:27:43,,"FY2025","FY2025","FY2025",,2024-06-26 15:16:41,"FY2024",15,4,,"July-2024","Agriculture","Q1 FY2025","Q1 FY2025","Non-profit","Others","Funded",0,1,1,300000
"24-1111-P0001","Analysis Evaluating the Net Economic Impact of the Retail Sales Tax for Economic Development in Goshen County","Economic Analysis in Goshen County","Alexander Specht","COB Centers for Excellence","Funded","ADD NEW",,"COB Centers for Excellence","7/1/2024","8/31/2024","New",,"24-1111",2024-06-27 12:02:01,20100,"6/26/2024 12:00:00 AM",,"Other Sponsored Activity","7/11/2024 07:13:14 AM: Updating form fields >> 7/16/2024 12:10:24 PM: Unsolicited. Agreement under review. >> 7/16/2024 12:11:08 PM: Funded.",2024-07-16 12:10:24,,2024-07-16 12:11:08,,"FY2025",,"FY2025",,2024-06-27 12:02:01,"FY2024",19,0,,"July-2024","Business","Q1 FY2025","Q1 FY2025","Non-profit","Others","Funded",0,1,1,20100
"24-1112-P0001","Immunity and Protection in a Brucella melitensis Challenge Study in Pregnant Goats,","Immunity and Protection in a Brucella melitensis Challenge Study in Pregnant Goats,","David W Pascual","Veterinary Science","Submitted to Sponsor","National Institute of Food and Agriculture/Department of Agriculture",,"Veterinary Science","5/1/2025","4/30/2028","Resubmission",,"24-1112",2024-06-27 13:23:29,650000,"8/8/2024 12:00:00 AM",,"Basic Research","8/7/2024 03:53:27 PM: GRANT14228754",2024-08-07 15:53:27,,,,"FY2025",,,,2024-06-27 13:23:29,"FY2024",41,,,"August-2024","Agriculture","Q1 FY2025",,"Federal","USDA-NIFA","Submitted",1,0,1,0
"24-1113-P0001","Demonstrate that VTC-B35 significantly reduces symptoms in the mouse CIA model of RA.","A Novel IL-35 Expressing Probiotic Platform for Inducing Allergen Specific Tolerance","David W Pascual","Veterinary Science","Funded","Virtici, LLC","National Institutes of Health/Department of Health and Human Services","Veterinary Science","7/1/2024","6/30/2025","New",,"24-1113",2024-06-28 10:06:46,20750,"7/3/2024 12:00:00 AM",,"Basic Research","7/10/2024 08:10:50 AM: Submitted >> 7/10/2024 08:10:59 AM: Funded.",2024-07-10 08:10:50,,2024-07-10 08:10:59,,"FY2025",,"FY2025",,2024-06-28 10:06:46,"FY2024",12,0,,"July-2024","Agriculture","Q1 FY2025","Q1 FY2025","Business","Others","Funded",0,1,1,20750
"24-1113-P0002","A Novel IL-35 Expressing Probiotic Platform for Inducing Allergen Specific Tolerance - Additional Funding","A Novel IL-35 Expressing Probiotic Platform for Inducing Allergen Specific Tolerance","David W Pascual","Veterinary Science","Funded","Virtici, LLC","National Institutes of Health/Department of Health and Human Services","Veterinary Science","7/1/2024","8/31/2025","Supplement",,"24-1113",2025-04-11 09:22:54,4576,"4/25/2025 12:00:00 AM",,"Basic Research","4/14/2025 12:17:09 PM: Submitted >> 5/6/2025 02:54:12 PM: FE received",2025-04-14 12:17:09,,2025-05-06 14:54:12,,"FY2025",,"FY2025",,2025-04-11 09:22:54,"FY2025",3,22,,"April-2025","Agriculture","Q4 FY2025","Q4 FY2025","Business","Others","Funded",0,1,1,4576
"25-0004-P0001","Constraining SWE with SnowEX Observations (CSSO)","NASA Terrestrial Hydrology 2024","Travis Aerenson","Atmospheric Science","Not Funded","National Aeronautics and Space Administration",,"Atmospheric Science","1/1/2025","12/31/2027","New",,"25-0004",2024-07-02 16:39:46,731115,"8/8/2024 12:00:00 AM",,"Basic Research","8/8/2024 04:10:13 PM: Submitted 08/08/2024. NSPIRES proposal number 24-THP24-0034 >> 11/15/2024 01:40:43 PM: Per NSPIRES Website.",2024-08-08 16:10:13,,,2024-11-15 13:40:43,"FY2025",,,"FY2025",2024-07-02 16:39:46,"FY2025",37,,99,"August-2024","Engineering","Q1 FY2025",,"Federal","Others","Submitted",1,0,1,0
"25-0005-P0001","Human-AI Teaming for Designing Multifaceted Personalized Learning: Prototyping an LLM-Powered Multi-Agent System","Co-Developing and Prototyping A Multi-Agent System for Designing Personalized Learning Experiences for Students with Disabilities","Ling Zhang","Counseling Leadership Advocacy & Design","Submitted to Sponsor","Department of Education",,"Counseling Leadership Advocacy & Design","3/1/2025","2/28/2026","New",,"25-0005",2024-07-05 12:37:49,499936,"8/15/2024 12:00:00 AM",,"Applied Research","8/20/2024 09:39:03 AM: Submitted 8/15/24 - prior to department head approval with authorization from FJR.  Dept head unavailable to approve at the time of routing and deadline",2024-08-20 09:39:03,,,,"FY2025",,,,2024-07-05 12:37:49,"FY2025",46,,,"August-2024","Education","Q1 FY2025",,"Federal","Others","Submitted",1,0,1,0
"25-0006-P0001","Reduction of Embodied Carbon in Concrete via Strength Enhancing Biochar-derived Graphene Products","Reduction of Embodied Carbon in Concrete via Strength Enhancing Biochar-derived Graphene Products","Kam Weng Ng","Civil & Architectural Engineering & Construction Management","Submitted to Sponsor","Acadian Research and Development LLC","Environmental Protection Agency","Civil & Architectural Engineering & Construction Management","1/1/2025","12/31/2026","New",,"25-0006",2024-07-08 16:10:50,120000,"7/17/2024 12:00:00 AM",,"Applied Research","7/11/2024 05:18:24 PM: Updating form field >> 7/12/2024 04:27:40 PM: Submitted by PI on 07/12/2024",2024-07-12 16:27:40,,,,"FY2025",,,,2024-07-08 16:10:50,"FY2025",4,,,"July-2024","Engineering","Q1 FY2025",,"Business","Others","Submitted",1,0,1,0
"25-0007-P0001","Functional role of embryonic progesterone receptor membrane component-1 in conceptus survival and pregnancy establishment in cattle","Functional role of embryonic progesterone receptor membrane component-1 in conceptus survival and pregnancy establishment in cattle","Christopher Jeremy Block","Animal Science","Submitted to Sponsor","National Institute of Food and Agriculture/Department of Agriculture",,"Animal Science","1/1/2025","12/31/2026","Resubmission",,"25-0007",2024-07-09 09:07:00,299950,"8/8/2024 12:00:00 AM",,"Basic Research","8/7/2024 04:26:26 PM: Submitted on 08/07/2024. Grants.gov tracking number GRANT14228812",2024-08-07 16:26:26,,,,"FY2025",,,,2024-07-09 09:07:00,"FY2025",30,,,"August-2024","Agriculture","Q1 FY2025",,"Federal","USDA-NIFA","Submitted",1,0,1,0
"25-0009-P0001","Albany County Community Juvenile Service Board Planning Grant","Albany County Community Juvenile Service Board Planning Grant","Adrienne B Freng","College of Arts & Sciences Deans Office","Funded","Albany County, Wyoming","Department of Justice","Criminal Justice & Sociology","8/1/2024","6/30/2025","New",,"25-0009",2024-07-09 13:38:39,128500,"2/16/2024 12:00:00 AM",,"Basic Research","7/24/2024 11:25:40 AM: updating form fields for review and approval >> 8/12/2024 10:11:43 AM: Post-submission review of proposal and agreement.  Award shell created 08/12/2024.  Draft agreement sent for review, TD Ticket number 21673552 >> 8/13/2024 12:45:01 PM: agreement under review",2024-08-12 10:11:43,,2024-08-13 12:45:01,,"FY2025",,"FY2025",,2024-07-09 13:38:39,"FY2025",34,1,,"August-2024","Arts & Sciences","Q1 FY2025","Q1 FY2025","Federal","Others","Funded",0,1,1,128500
"25-0010-P0001","Wyoming SBDC 2025 Multi-year opportunity","SBDC SBA 2025+","Jill K Kline","Small Business Development Center","Funded","Small Business Administration",,"Small Business Development Center","1/1/2025","12/31/2028","New",,"25-0010",2024-07-10 09:11:03,126208.17,"8/19/2024 12:00:00 AM",,"Other Sponsored Activity","8/14/2024 04:16:05 PM: updating fields >> 8/20/2024 03:36:42 PM: 8/20/24 Submitted to sponsor via grant solutions >> 12/17/2024 10:47:50 AM: Funded.",2024-08-20 15:36:42,,2024-12-17 10:47:50,,"FY2025",,"FY2025",,2024-07-10 09:11:03,"FY2025",42,119,,"August-2024","Research & Economic Development","Q1 FY2025","Q2 FY2025","Federal","Others","Funded",0,1,1,126208.17
