"Award #","Project Title","Award Title","PI","PI Unit","Award Amount","Award Id","Award Notice Received","Increment Amount","Modification Number","Modification Type","Modification Date","Modified By","sponsor type","activity type","Increment_Amount_Obliged","History Action Date Parsed","Sponsor","Prime Sponsor","Instrument Type","Award Start Date","Award End Date","Admin Unit","Obligated Amount","Project #","Total Expected Amount","Anticipated Amount","Status","Created Date","Award Type","Award_Start_Month_Year","College/Division"
"23-0523-A0001","Exploring Nontrivial Topological Superconductivity in 2M WS2 for Topological Quantum Computation",,"Jifa Tian","Physics & Astronomy",,"322436e4-9461-4152-9605-173fe641ab2f",,,0,"Original Award",,,,,"  750000.00000000000000000000000",2023-04-24 18:49:00,"U.S. Department of Energy","U.S. Department of Energy",,2020-09-01,"8/31/2023","Physics & Astronomy",750000,"23-0523",,,"In Closeout","4/24/2023 06:49:00 PM",,"'Sep-20","Engineering"
"23-0524-A0001","Development of a rapid, highly sensitive, handheld Raman-based device for detection of SARS-CoV-2 and serological responses against SARS-CoV-2",,"Patrick A. Johnson","Chemical & Biomedical Engineering",,"524e6327-edd9-4937-b8c0-46731efa3389",,,0,"Original Award",,,,,"   82671.00000000000000000000000",2023-04-24 18:49:04,"National University of Ireland, Galway",,,2020-09-01,"12/31/2021","Chemical & Biomedical Engineering",82671,"23-0524",,,"In Closeout","4/24/2023 06:49:04 PM",,"'Sep-20","Engineering"
"23-0526-A0001","Creating, Testing and Sharing Affordable 3D Printable Models and Visualization Techniques for Use in Active Learning Classrooms",,"Meredith Eden Minear","Psychology",,"6481bfcf-c4b9-4c6d-ab41-f86000bceb32","7/8/2020",,0,"Original Award",,,,,"    5000.00000000000000000000000",2023-04-24 18:49:10,"Association for Psychological Science","Association for Psychological Science",,2020-07-10,"10/31/2022","Psychology",5000,"23-0526",,,"Closed","4/24/2023 06:49:10 PM",,"'Jul-20","Arts & Sciences"
"23-0527-A0001","Cost Benefit Analysis of Wyoming Court Supervised Treatment Courts",,"Laurel Allison Wimbish","Wyoming Survey & Analysis Center",,"681fc118-c997-44d5-9938-755a2ff564a0",,,0,"Original Award",,,,,"  129229.00000000000000000000000",2023-04-24 18:49:13,"Wyoming Department of Health","Wyoming Department of Health",,2020-05-26,"12/31/2021","Wyoming Survey & Analysis Center",129229,"23-0527",,,"In Closeout","4/24/2023 06:49:14 PM",,"'May-20","Research & Economic Development"
"23-0528-A0001","Investigating the role of periodic gene flow in admixture and diversification",,"Jessica Anne Alston Rick","Botany",,"c3438ff6-2dec-43df-9127-62b2373e94d2","3/13/2020",,0,"Original Award",,,,,"    8000.00000000000000000000000",2023-04-24 18:49:16,"American Genetic Association","American Genetic Association",,2020-04-01,"4/1/2022","Botany",8000,"23-0528",,,"In Closeout","4/24/2023 06:49:17 PM",,"'Apr-20","Agriculture"
"23-0529-A0001","Environmental pathways of chronic wasting disease transmission",,"Brant A. Schumaker","WWAMI Medical Education Program",,"ce76dcde-056e-4ae7-803f-55ce08876420","8/17/2020",,0,"Original Award",,,,,"   91352.00000000000000000000000",2023-04-24 18:49:20,"U.S. Geological Survey/Department of the Interior","U.S. Geological Survey/Department of the Interior",,2020-08-17,"5/31/2023","WWAMI Medical Education Program",91352,"23-0529",,,"In Closeout","4/24/2023 06:49:20 PM",,"'Aug-20","Health Sciences"
"23-0530-A0002","Weed Management in Sugarbeet",,"Andrew R. Kniss","Plant Sciences",,"867905d8-f820-44c7-9a8b-12ba1c2da62c","7/9/2024",,0,"Original Award",,,"Industry","Applied Research","   24000.00000000000000000000000",2024-08-01 15:16:43,"Betaseed, Inc.",,,2020-06-02,"10/31/2027","Plant Sciences",24000,"23-0530",24000,,"Closed","8/1/2024 03:16:44 PM",,"'Jun-20","Agriculture"
"23-0531-A0001","Quantifying age and growth dynamics of Wyoming fishes",,"William Warren Fetzer","Zoology & Physiology",,"e78d779f-6c54-435b-90eb-57c4e2b44928","6/19/2020",,0,"Original Award",,,,,"   30178.00000000000000000000000",2023-04-24 18:49:27,"Wyoming Game and Fish Department","U.S. Fish & Wildlife Service/Department of the Interior",,2020-07-01,"12/31/2021","Zoology & Physiology",30178,"23-0531",,,"In Closeout","4/24/2023 06:49:27 PM",,"'Jul-20","Agriculture"
"23-0532-A0001","Documenting Mule Deer Movements, Season Ranges and Habitat Use in the Bighorn Mountains",,"Matthew Kauffman","Wyoming Coop Unit",,"c32de81e-37b3-453d-9b38-1c6fe3c3af7e","7/20/2020",,0,"Original Award",,,,,"   85000.00000000000000000000000",2023-04-24 18:49:30,"Wyoming Game and Fish Department","U.S. Fish & Wildlife Service/Department of the Interior",,2020-07-01,"6/30/2022","Wyoming Coop Unit",85000,"23-0532",,,"Closed","4/24/2023 06:49:30 PM",,"'Jul-20","Agriculture"
"23-0534-A0001","Evaluating the benefit of multiple migratory tactics in the world's longest migrating mule deer herd",,"Matthew Kauffman","Wyoming Coop Unit",,"c12b56ea-77d5-4c0b-a780-8174d008ff6f",,,0,"Original Award",,,,,"   50000.00000000000000000000000",2023-04-24 18:49:36,"Safari Club International Foundation","Safari Club International Foundation",,2020-01-01,"12/31/2021","Wyoming Coop Unit",50000,"23-0534",,,"In Closeout","4/24/2023 06:49:37 PM",,"'Jan-20","Agriculture"
"23-0535-A0001","2020 STARTALK University of Wyoming",,"Shawn A Bunning","VP of Global Engagement",,"59cc3716-88cd-45dc-a88b-a4b5d65fe0d1","2/17/2020",,0,"Original Award",,,,,"   89887.28999999999359715729952",2023-04-24 18:49:39,"National Security Agency/Department of Defense","National Security Agency/Department of Defense",,2020-04-01,"3/31/2022","VP of Global Engagement",89887.29,"23-0535",,,"Closed","4/24/2023 06:49:40 PM",,"'Apr-20","Academic Affairs"
"23-0536-A0001","WY Ute Ladies Tresses Survey and Monitoring - CESU",,"Bonnie L Heidel","Wyo Natural Diversity Database",,"43012daf-34f8-4800-b18f-0cee85dcc7dc",,,0,"Original Award",,,,,"   20000.00000000000000000000000",2023-04-24 18:49:43,"Bureau of Land Management/Department of the Interior","Bureau of Land Management/Department of the Interior",,2020-10-01,"9/30/2023","Wyo Natural Diversity Database",20000,"23-0536",,,"In Closeout","4/24/2023 06:49:43 PM",,"'Oct-20","Research & Economic Development"
"23-0537-A0001","P20AC00430 NGPN UWY GRPL CESU: Acoustic Monitoring of Bats in Northern Great Plains Parks FY20 $120,000",,"Ian M. Abernethy","Wyo Natural Diversity Database",,"da054d29-62a8-4202-b501-37574b0f6f0d",,,0,"Original Award",,,,,"  200000.00000000000000000000000",2023-04-24 18:49:46,"National Park Service/Department of the Interior","National Park Service/Department of the Interior",,2020-07-01,"6/30/2025","Wyo Natural Diversity Database",200000,"23-0537",,,"Active","4/24/2023 06:49:47 PM",,"'Jul-20","Research & Economic Development"
"23-0539-A0001","MRI: Acquisition of a High Pressure and Temperature True Triaxial Testing Equipment with a Multiphase Fluid Flow System",,"Kam Weng Ng","Civil & Architectural Engineering & Construction Management",,"12a898b7-ed47-44a3-a48a-2934952b9c4e","8/24/2020",,0,"Original Award",,,,"Experimental Development","  794593.00000000000000000000000",2023-04-24 18:49:53,"National Science Foundation","National Science Foundation",,2020-09-01,"8/31/2023","Civil & Architectural Engineering & Construction Management",794593,"23-0539",,,"In Closeout","4/24/2023 06:49:53 PM",,"'Sep-20","Engineering"
"23-0541-A0001","Hot Dogs: climate change impacts in an endothermic predator",,"Jacob R. Goheen","Zoology & Physiology",,"bb1f593a-3e4a-4af6-ae5e-2a8bd30aceb3",,,0,"Original Award",,,,,"   10540.00000000000000000000000",2023-04-24 18:49:59,"Zoological Society of London","Zoological Society of London",,2019-11-01,"10/31/2022","Zoology & Physiology",10540,"23-0541",,,"In Closeout","4/24/2023 06:49:59 PM",,"'Nov-19","Agriculture"
"23-0544-A0001","Development of a New Treatment for Diabetic Wounds",,"Sreejayan Nair","School of Pharmacy",,"1f75a351-0891-423c-9293-baf4cb548530","9/4/2020",,0,"Original Award",,,,,"  122550.21000000000640284270048",2023-04-24 18:50:10,"Nutriwyo, LLC","National Institutes of Health/Department of Health and Human Services",,2020-09-04,"9/3/2022","Pharmacy",122550.21,"23-0544",,,"Closed","4/24/2023 06:50:10 PM",,"'Sep-20","Health Sciences"
"23-0545-A0001","Red Grade Trail Work - Sheridan Community Land Trust",,"James A. Fried","Haub School of Environment & Natural Resources",,"471d9c48-07f0-4489-81f0-2c9c5eeb5e97",,,0,"Original Award",,,,,"    5750.00000000000000000000000",2023-04-24 18:50:13,"Sheridan Community Land Trust","Sheridan Community Land Trust",,2020-08-28,"12/31/2021","Haub School of Environment & Natural Resources",5750,"23-0545",,,"In Closeout","4/24/2023 06:50:14 PM",,"'Aug-20","Haub School of Environment & Natural Resources"
"23-0546-A0001","Seeps and Springs Focused Conditions Assessment at Mesa Verde National Park",,"Shannon E. Albeke","Wyoming Geographic Information Science Center",,"7cd8e51d-3a09-479c-b0eb-540ebe7c8dbd",,,0,"Original Award",,,,"Applied Research","    9713.37000000000080035533756",2023-04-24 18:50:17,"National Park Service/Department of the Interior","National Park Service/Department of the Interior",,2020-07-29,"9/30/2021","Wyoming Geographic Information Science Center",9713.37,"23-0546",,,"In Closeout","4/24/2023 06:50:17 PM",,"'Jul-20","Engineering"
"23-0547-A0001","Assessing Impacts of Patch-Burn Grazing Management on Sustainability of Multiple Agroecosystem Services",,"Kevin Wilcox","Ecosystem Science & Management",,"d66f87ac-4a41-48be-8135-012804ff543a",,,0,"Original Award",,,,,"   66132.97000000000116415321827",2023-04-24 18:50:20,"National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",,2020-05-15,"5/14/2023","Ecosystem Science & Management",66132.97,"23-0547",,,"Closed","4/24/2023 06:50:20 PM",,"'May-20","Agriculture"
"23-0548-A0001","Challenge Grant to Fund the Wyoming Migration Initiative, 2020",,"Matthew Kauffman","Wyoming Coop Unit",,"56604a86-24a7-421d-8819-c67386c9b136","6/25/2020",,0,"Original Award",,,,,"  500000.00000000000000000000000",2023-04-24 18:50:23,"Knobloch Family Foundation","Knobloch Family Foundation",,2020-06-25,"12/31/2022","Wyoming Coop Unit",500000,"23-0548",,,"Closed","4/24/2023 06:50:23 PM",,"'Jun-20","Agriculture"
"23-0549-A0001","Understanding twinning and deformation in high entropy alloys",,"Dilpuneet Singh Aidhy","Mechanical Engineering",,"2b723c33-7b6a-43ab-b159-57a0bdc983dd",,,0,"Original Award",,,,,"  238742.51000000000931322574615",2023-04-24 18:50:26,"U.S. Department of Energy","U.S. Department of Energy",,2020-09-01,"8/31/2022","Mechanical Engineering",238742.51,"23-0549",,,"Closed","4/24/2023 06:50:27 PM",,"'Sep-20","Engineering"
"23-0550-A0001","FY21 5311 Operating Assistance Grant - Administration Segment",,"Paul W. Kunkel","Transportation Services",,"622fc382-0e5f-4ab2-9a74-06d99894b1fa",,,0,"Original Award",,,,,"  369076.00000000000000000000000",2023-04-24 18:50:29,"Wyoming Department of Transportation","Federal Transit Administration",,2020-10-01,"9/30/2021","Transportation Services",369076,"23-0550",,,"In Closeout","4/24/2023 06:50:30 PM",,"'Oct-20","Campus Operations"
"23-0552-A0001","Does a Reasoning Requirement Reduce Racial and Ethnic Biases in Jury Decision Making?",,"Kayla A Burd","Psychology",,"d25db7e5-ebe1-4018-8826-f68c3ca3bfc0",,,0,"Original Award",,,,,"     764.84000000000003183231456",2023-04-24 18:50:36,"Society for Personality and Social Psychology","Society for Personality and Social Psychology",,2020-07-14,"12/31/2021","Psychology",764.84,"23-0552",,,"Closed","4/24/2023 06:50:36 PM",,"'Jul-20","Arts & Sciences"
"23-0553-A0001","Rental Walnut Gulch Rainfall Simulator",,"Virginia B. Paige","Ecosystem Science & Management",,"6b72f484-361d-4ba3-bd8d-4a49a656779e",,,0,"Original Award",,,,,"   10800.00000000000000000000000",2023-04-24 18:50:39,"Pacific Northwest National Laboratory/Battelle Energy Alliance, LLC/Battelle Memorial Institute","U.S. Department of Energy",,2020-10-01,"10/31/2022","Ecosystem Science & Management",10800,"23-0553",,,"In Closeout","4/24/2023 06:50:39 PM",,"'Oct-20","Agriculture"
"23-0554-A0001","CSG: FY21 Exhibitions and Education Support",,"Katie B Christensen","Small Business Development Center",,"9d84851b-2ae0-4aeb-831c-84c902c4a2b6","7/2/2020",,0,"Original Award",,,,,"    8801.00000000000000000000000",2023-04-24 18:50:43,"Wyoming Arts Council","National Endowment for the Arts",,2020-07-01,"8/30/2021","Small Business Development Center",8801,"23-0554",,,"Closed","4/24/2023 06:50:43 PM",,"'Jul-20","Research & Economic Development"
"23-0555-A0001","ICP Web Viewer and Database Maintenance",,"Shannon E. Albeke","Wyoming Geographic Information Science Center",,"3e7421e5-bb79-45e9-9cba-c16be41081b6",,,0,"Original Award",,,,,"   17944.97999999999956344254315",2023-04-24 18:50:46,"State of Colorado Department of Natural Resources","State of Colorado Department of Natural Resources",,2020-08-19,"6/30/2023","Wyoming Geographic Information Science Center",17944.98,"23-0555",,,"In Closeout","4/24/2023 06:50:46 PM",,"'Aug-20","Engineering"
"23-0556-A0001","Title III D Disease Prevention and Health Promotion (DPHP) Evidence-based Program",,"Christine L. McKibbin","Psychology",,"387e8b48-6fee-4167-9cf8-e476c008811b",,,0,"Original Award",,,"Wyoming State Governmental Entities",,"   10936.87000000000080035533756",2023-04-24 18:50:50,"Wyoming Department of Health",,,2020-11-03,"11/15/2021","Psychology",10936.87,"23-0556",,,"Closed","4/24/2023 06:50:50 PM",,"'Nov-20","Arts & Sciences"
"23-0557-A0001","Geospatial Hub",,"Teale B. Wyckoff","Wyoming Geographic Information Science Center",,"09599c0a-cdea-45d9-a492-09318b8185a7","5/28/2020",,0,"Original Award",,,,,"  113943.00000000000000000000000",2023-04-24 18:50:53,"Wyoming Governor's Office","Wyoming Governor's Office",,2020-06-24,"6/30/2022","Wyoming Geographic Information Science Center",113943,"23-0557",,,"In Closeout","4/24/2023 06:50:53 PM",,"'Jun-20","Engineering"
"23-0558-A0001","Summer Nutrition, Disease, or Predation? Quantifying Cases of Poor Lamb Survival in Northwest Wyoming",,"Kevin L. Monteith","Haub School of Environment & Natural Resources",,"8e05da99-0559-4646-88f4-4e7ad3309dd9",,,0,"Original Award",,,,,"  100000.00000000000000000000000",2023-04-24 18:50:56,"Wyoming Wildlife and Natural Resource Trust","Wyoming Wildlife and Natural Resource Trust",,2020-06-12,"7/1/2023","Haub School of Environment & Natural Resources",100000,"23-0558",,,"Closed","4/24/2023 06:50:57 PM",,"'Jun-20","Haub School of Environment & Natural Resources"
"23-0561-A0001","American Speech-Language-Hearing Association Advancing Academic Research Careers Award",,"Katelyn Joy Kotlarek","Communication Disorders",,"1689c49c-1996-4ce7-a77f-5b67ca720fea","8/6/2020",,0,"Original Award",,,,,"    5000.00000000000000000000000",2023-04-24 18:51:06,"American Speech-Language-Hearing Foundation","American Speech-Language-Hearing Foundation",,2020-09-01,"3/31/2022","Communication Disorders",5000,"23-0561",,,"Closed","4/24/2023 06:51:06 PM",,"'Sep-20","Health Sciences"
"23-0563-A0001","Walton Foundation Payment #1 - via Alumbra Innovations Foundation",,"Christina Kuzmych","Wyoming Public Media",,"485b6b72-0364-41ae-b037-321f7c9d746d","2/5/2019",,0,"Original Award",,,,,"   10000.00000000000000000000000",2023-04-24 18:51:13,"Alumbra Innovations Foundation","Alumbra Innovations Foundation",,2019-03-01,"2/28/2029","Wyoming Public Media",10000,"23-0563",,,"Active","4/24/2023 06:51:13 PM",,"'Mar-19","Research & Economic Development"
"23-0564-A0001","Walton Foundation Payment #2 - via Alumbra Innovations Foundation",,"Christina Kuzmych","Wyoming Public Media",,"a8b83093-99e8-4cd6-ac7b-9da840849af9","2/26/2020",,0,"Original Award",,,,,"   10000.00000000000000000000000",2023-04-24 18:51:16,"Alumbra Innovations Foundation","Alumbra Innovations Foundation",,2020-03-01,"2/28/2030","Wyoming Public Media",10000,"23-0564",,,"Active","4/24/2023 06:51:16 PM",,"'Mar-20","Research & Economic Development"
"23-0565-A0001","Identifying Fertilizer and Water Requirements for Hops Varieties Grown in Wyoming",,"James J. Heitholt","R&E Center Powell",,"3c1ceb6d-1f3a-4cf0-98e6-c64663529112",,,0,"Original Award",,,,,"   21363.20999999999912688508630",2023-04-24 18:51:19,"Wyoming Department of Agriculture","Agricultural Marketing Service/Department of Agriculture",,2020-08-06,"9/29/2022","R&E Center Powell",21363.21,"23-0565",,,"Closed","4/24/2023 06:51:19 PM",,"'Aug-20",
"23-0566-A0001","Wyoming Conservation Corps (AmeriCorps 2020-21)",,"James A. Fried","Haub School of Environment & Natural Resources",,"7096ec19-f39f-4629-859e-800c20175056",,,0,"Original Award",,,,,"  189478.00000000000000000000000",2023-04-24 18:51:22,"Serve Wyoming","Serve Wyoming",,2020-10-01,"9/30/2021","Haub School of Environment & Natural Resources",189478,"23-0566",,,"In Closeout","4/24/2023 06:51:23 PM",,"'Oct-20","Haub School of Environment & Natural Resources"
"23-0567-A0001","Practical Information for Wyoming Beginning Specialty Crop Producers",,"Jennifer Sue Thompson","UW Extension",,"8ea7e78d-b26f-430a-a37c-d2d1fd2796c3",,,0,"Original Award",,,,,"   25311.79999999999927240423858",2023-04-24 18:51:26,"Wyoming Department of Agriculture","Agricultural Marketing Service/Department of Agriculture",,2020-08-06,"9/1/2022","UW Extension",25311.8,"23-0567",,,"Closed","4/24/2023 06:51:26 PM",,"'Aug-20","Agriculture"
"23-0568-A0001","Interactions between Wind Facilities and Insect",,"Lusha Marguerite Tronstad","Wyo Natural Diversity Database",,"77727efc-1974-4709-b970-2ffc9695f62d",,,0,"Original Award",,,,,"   58750.00000000000000000000000",2023-04-24 18:51:29,"U.S. Fish & Wildlife Service/Department of the Interior","U.S. Fish & Wildlife Service/Department of the Interior",,2020-09-01,"9/30/2023","Wyo Natural Diversity Database",58750,"23-0568",,,"In Closeout","4/24/2023 06:51:29 PM",,"'Sep-20","Research & Economic Development"
